protein,degree,eigenvector,katz,page rank,betweenness,subgraph,closeness
170,37.0,0.12386608542455249,0.05821989081326155,0.006181133331063521,0.01018259459498827,29426055383.001953,0.4660347551342812
171,17.0,0.027620401567267135,0.05810340450934277,0.0030238087871967308,0.00713703775634534,1462921544.0448158,0.42877906976744184
172,21.0,0.03695480286924378,0.05812669878398088,0.003206817477185826,0.004300362311083101,2618461537.5358124,0.44360902255639095
173,33.0,0.07106564101890857,0.05819654222098386,0.004042040380220289,0.006294835459070504,9694573005.726458,0.4742765273311897
174,37.0,0.08054025826907538,0.0582197766521176,0.0063481735171856575,0.011149576978044298,12437714986.21394,0.48360655737704916
175,20.0,0.04469537049620341,0.058120925724350875,0.0021319778832356692,0.0011588805054627473,3835645363.856738,0.4202279202279202
176,22.0,0.05791110743584804,0.05813256158059022,0.004414499612456554,0.0042256680234643365,6429618890.652204,0.45245398773006135
177,35.0,0.10898866670337612,0.0582082020432096,0.004965941208503182,0.007578064948298544,22784759530.884968,0.4631083202511774
178,28.0,0.07539372377133993,0.05816744809712413,0.0046421278189367025,0.006410890888927491,10902308070.20933,0.4559505409582689
179,19.0,0.04135765344226762,0.05811509327423231,0.002281658661400476,0.002787119908196332,3282070344.335739,0.43002915451895046
180,4.0,0.005177575233283325,0.05802782871992153,0.0008759629180107259,0.00021507753746025947,51393278.74169918,0.3520286396181384
181,6.0,0.015797710239340155,0.05803948665021171,0.0015603520722123096,0.0011803089367522482,478564108.43024236,0.3836150845253576
182,11.0,0.02012223376149913,0.05806855405855169,0.002659077532380324,0.001912848875604441,776498475.4431269,0.41374474053295934
183,17.0,0.03333948225980944,0.05810345044781401,0.0038574885343638427,0.0013888861476541161,2131195493.7705479,0.4244604316546763
184,22.0,0.04167088766849002,0.05813250042861841,0.007707941710537707,0.0057815900095174065,3330382878.1163707,0.4281567489114659
185,5.0,0.006013156674259628,0.05803363208416298,0.0009443606916526019,0.0008546232772297389,69336517.37818535,0.3545673076923077
186,4.0,0.007546464354408913,0.058027835118581304,0.0010090110521433467,0.001705650860104985,109255184.2363297,0.3474676089517079
187,34.0,0.0773129261117588,0.0582023706262107,0.004916481727721039,0.009219306814141383,11470432292.684072,0.47351524879614765
