protein,degree,eigenvector,katz,page rank,betweenness,subgraph,closeness
YHR059W,79.0,0.010865730475190342,0.014355371666678128,0.00020316720216400312,0.0007796413335168886,1.4389856941046647e+90,0.2722699023379698
YJL063C,199.0,0.036589030584698694,0.03616108274601739,0.0004448918481861047,0.001854627227386085,1.6313067807104298e+91,0.3152304265890012
YGR076C,73.0,0.010851557123325866,0.014227028262336345,0.0001631748122208606,2.8292170416743383e-05,1.4352313623943546e+90,0.27017767118594294
YIL093C,79.0,0.011068118847698536,0.014510859847624319,0.0001786462284249834,4.768450292599597e-05,1.4930960387224154e+90,0.27214909037124685
YKR085C,75.0,0.010971459606820057,0.014352967741996073,0.00016149284915571615,9.920631523731944e-07,1.4671275641668902e+90,0.26471011365271185
YNL122C,72.0,0.010903059496267652,0.014239638136767494,0.0001551166507663331,1.3631333947147746e-07,1.4488842260957865e+90,0.26497695852534564
YNL081C,298.0,0.06780869033693623,0.061466732129717476,0.0005286066845048685,0.0008704489007705192,5.601966465389254e+91,0.31685896332013086
YGL129C,139.0,0.024432175274886517,0.025753367624421087,0.00031687958939610007,0.0005460544009184072,7.274366244112283e+90,0.2960420465515392
YPR100W,141.0,0.02443508021297384,0.025807790121652463,0.0003446645528488646,0.0010414336316415063,7.276003769821557e+90,0.29605792437650846
YPL173W,75.0,0.011836459597342181,0.01501332059015544,0.0001632282979991975,1.209767642394747e-05,1.7075230277233147e+90,0.2753666566896139
YHR075C,43.0,0.005327308606206772,0.00944452132056056,0.00014807352234911614,0.000923226670812756,3.458856091483806e+89,0.2737959426615743
YDR405W,126.0,0.02365341749997165,0.024908825613957238,0.000267789375433389,0.00027077650355802104,6.818078547361201e+90,0.29156982886118743
YNR022C,71.0,0.010758809159780216,0.014112414283100663,0.0001534769097814925,0.0,1.4108001226324015e+90,0.26465934698182864
YMR286W,114.0,0.02054770826357819,0.022337502272807258,0.00023500629199769063,8.33391597533427e-05,5.145330156209199e+90,0.28988551622728703
YJL096W,75.0,0.010846063841347502,0.014272568867647942,0.00017202652289908306,0.00019406330600487185,1.4337780467118392e+90,0.27239082161361955
YGR215W,84.0,0.013061101106354526,0.01611139073025577,0.00018004032157086194,1.3611456859398483e-05,2.079117234297925e+90,0.2756691969636436
YDR494W,77.0,0.010836469780437561,0.014291330757007285,0.00019187290079270586,0.0003902638355011195,1.4312443837752272e+90,0.26809130645944634
YER050C,136.0,0.026200889066171955,0.027021698426563254,0.00027664149421604184,0.00035003683363549697,8.36553533876735e+90,0.292651892694306
YCR003W,168.0,0.03472602552788591,0.03407862981998251,0.0003348769668966106,0.0006540879712476784,1.4694376192824097e+91,0.3043502233004356
YCR071C,125.0,0.021126566686436133,0.02299518903806154,0.00030199112775154333,0.0014137587202149682,5.439281612334058e+90,0.2918473088717352
YHL004W,267.0,0.06043097084697491,0.05518058736163453,0.0005092951638123351,0.002326555033338131,4.449781648312817e+91,0.3232985826402718
YDR322W,83.0,0.012885592836824888,0.015965113735298436,0.0001811245458935887,4.161259116265845e-05,2.0236170850616879e+90,0.2761795166858458
YNR037C,110.0,0.02187135076815344,0.02325337275600925,0.00021948758175732898,3.239433400211576e-05,5.829282499400858e+90,0.27812767672696126
YLR312W-A,72.0,0.010759037199436753,0.014131387785979421,0.00017805432062792143,0.00036231884057971015,1.4108599679634938e+90,0.2646720368239356
YNL252C,135.0,0.024863356173390656,0.02599157490656343,0.0002964693409532199,0.00036150521575740514,7.533413936287155e+90,0.294478527607362
YJR113C,325.0,0.07053706434212227,0.06408959835294283,0.0005900247742783648,0.0014169727080370078,6.061785261145842e+91,0.32331751888947463
YKR006C,71.0,0.010758809159780216,0.014112414283100663,0.0001534769097814925,0.0,1.410800122632402e+90,0.26465934698182864
YNL306W,259.0,0.0591170052671371,0.054038671115062116,0.00047968960662891826,0.0007327234331744488,4.258373641399418e+91,0.31485284052019163
YLR204W,37.0,0.005431738049920785,0.00939216713842296,9.549392687532957e-05,1.5362790426088276e-07,3.595825804810583e+89,0.2606724593879864
YNL005C,174.0,0.03513450655950642,0.034506078420600945,0.0003540242158611022,0.0005451775263781178,1.5042145764360952e+91,0.3074695037041163
YHR147C,256.0,0.060557424264119676,0.055066099493276316,0.0004657714998844933,0.0010805991340359171,4.468371875929694e+91,0.3187250996015936
